Artikel-Nr	Artikelname	Einzelpreis	Anzahl	Rabatt	Bestelldatum	Kategoriename	Firma	Land	Nachname
62	Tarte au sucre	39,4	28	0%	28.11.2020	Süßwaren	Mère Paillarde	Kanada	Fuller
18	Carnarvon Tigers	50	20	5%	29.11.2020	Meeresfrüchte	Bon app'	Frankreich	Davolio
41	Jack's New England Clam Chowder	7,7	12	5%	29.11.2020	Meeresfrüchte	Bon app'	Frankreich	Davolio
43	Ipoh Coffee	36,8	40	5%	29.11.2020	Getränke	Bon app'	Frankreich	Davolio
33	Geitost	2	8	0%	29.11.2020	Milchprodukte	Simons bistro	Dänemark	King
59	Raclette Courdavault	44	9	15%	29.11.2020	Milchprodukte	Simons bistro	Dänemark	King
2	Chang	15,2	24	20%	30.11.2020	Getränke	Frankenversand	Deutschland	Peacock
31	Gorgonzola Telino	10	56	20%	30.11.2020	Milchprodukte	Frankenversand	Deutschland	Peacock
36	Inlagd Sill	15,2	40	20%	30.11.2020	Meeresfrüchte	Frankenversand	Deutschland	Peacock
55	Pâté chinois	19,2	40	20%	30.11.2020	Fleischprodukte	Frankenversand	Deutschland	Peacock
64	Wimmers gute Semmelknödel	26,6	50	0%	01.12.2020	Getreideprodukte	Lehmanns Marktstand	Deutschland	Peacock
68	Scottish Longbreads	10	4	5%	01.12.2020	Süßwaren	Lehmanns Marktstand	Deutschland	Peacock
76	Lakkalikööri	14,4	15	0%	01.12.2020	Getränke	Lehmanns Marktstand	Deutschland	Peacock
4	Chef Anton's Cajun Seasoning	17,6	35	0%	02.12.2020	Gewürze	White Clover Markets	USA	Peacock
8	Northwoods Cranberry Sauce	32	70	25%	02.12.2020	Gewürze	White Clover Markets	USA	Peacock
8	Northwoods Cranberry Sauce	32	70	0%	05.12.2020	Gewürze	QUICK-Stop	Deutschland	Fuller
19	Teatime Chocolate Biscuits	7,3	80	0%	05.12.2020	Süßwaren	QUICK-Stop	Deutschland	Fuller
42	Singaporean Hokkien Fried Mee	11,2	9	0%	05.12.2020	Getreideprodukte	QUICK-Stop	Deutschland	Fuller
17	Alice Mutton	31,2	36	10%	06.12.2020	Fleischprodukte	Rattlesnake Canyon Grocery	USA	Leverling
56	Gnocchi di nonna Alice	30,4	20	0%	06.12.2020	Getreideprodukte	Rattlesnake Canyon Grocery	USA	Leverling
25	NuNuCa Nuß-Nougat-Creme	11,2	10	0%	07.12.2020	Süßwaren	Familia Arquibaldo	Brasilien	Peacock
39	Chartreuse verte	14,4	50	15%	07.12.2020	Getränke	Familia Arquibaldo	Brasilien	Peacock
40	Boston Crab Meat	14,7	4	0%	07.12.2020	Meeresfrüchte	Familia Arquibaldo	Brasilien	Peacock
75	Rhönbräu Klosterbier	6,2	6	15%	07.12.2020	Getränke	Familia Arquibaldo	Brasilien	Peacock
1	Chai	14,4	15	15%	08.12.2020	Getränke	Die Wandernde Kuh	Deutschland	Peacock
23	Tunnbröd	7,2	25	0%	08.12.2020	Getreideprodukte	Die Wandernde Kuh	Deutschland	Peacock
54	Tourtière	5,9	24	0%	09.12.2020	Fleischprodukte	Split Rail Beer & Ale	USA	King
38	Côte de Blaye	210,8	20	5%	12.12.2020	Getränke	Ernst Handel	Österreich	Davolio
41	Jack's New England Clam Chowder	7,7	13	0%	12.12.2020	Meeresfrüchte	Ernst Handel	Österreich	Davolio
44	Gula Malacca	15,5	77	5%	12.12.2020	Gewürze	Ernst Handel	Österreich	Davolio
65	Louisiana Fiery Hot Pepper Sauce	16,8	10	5%	12.12.2020	Gewürze	Ernst Handel	Österreich	Davolio
50	Valkoinen suklaa	13	15	10%	12.12.2020	Süßwaren	La maison d'Asie	Frankreich	Suyama
69	Gudbrandsdalsost	28,8	18	10%	12.12.2020	Milchprodukte	La maison d'Asie	Frankreich	Suyama
24	Guaraná Fantástica	3,6	10	0%	13.12.2020	Getränke	Furia Bacalhau e Frutos do Mar	Portugal	Leverling
54	Tourtière	5,9	20	15%	13.12.2020	Fleischprodukte	Furia Bacalhau e Frutos do Mar	Portugal	Leverling
11	Queso Cabrales	16,8	12	20%	14.12.2020	Milchprodukte	Piccolo und mehr	Österreich	King
38	Côte de Blaye	210,8	50	20%	14.12.2020	Getränke	Piccolo und mehr	Österreich	King
1	Chai	14,4	12	0%	15.12.2020	Getränke	Pericles Comidas clásicas	Mexiko	Callahan
29	Thüringer Rostbratwurst	99	4	0%	15.12.2020	Fleischprodukte	Pericles Comidas clásicas	Mexiko	Callahan
24	Guaraná Fantástica	3,6	25	0%	16.12.2020	Getränke	Around the Horn	Großbritannien	Suyama
57	Ravioli Angelo	15,6	25	0%	16.12.2020	Getreideprodukte	Around the Horn	Großbritannien	Suyama
31	Gorgonzola Telino	10	30	0%	19.12.2020	Milchprodukte	Die Wandernde Kuh	Deutschland	Suyama
55	Pâté chinois	19,2	12	0%	19.12.2020	Fleischprodukte	Die Wandernde Kuh	Deutschland	Suyama
69	Gudbrandsdalsost	28,8	20	0%	19.12.2020	Milchprodukte	Die Wandernde Kuh	Deutschland	Suyama
10	Ikura	24,8	30	20%	20.12.2020	Meeresfrüchte	LILA-Supermercado	Venezuela	Davolio
26	Gumbär Gummibärchen	24,9	16	0%	20.12.2020	Süßwaren	LILA-Supermercado	Venezuela	Davolio
60	Camembert Pierrot	27,2	8	20%	20.12.2020	Milchprodukte	LILA-Supermercado	Venezuela	Davolio
24	Guaraná Fantástica	3,6	10	5%	21.12.2020	Getränke	La maison d'Asie	Frankreich	Buchanan
34	Sasquatch Ale	11,2	10	5%	21.12.2020	Getränke	La maison d'Asie	Frankreich	Buchanan
36	Inlagd Sill	15,2	20	5%	21.12.2020	Meeresfrüchte	La maison d'Asie	Frankreich	Buchanan
16	Pavlova	13,9	56	5%	22.12.2020	Süßwaren	Seven Seas Imports	Großbritannien	Buchanan
31	Gorgonzola Telino	10	70	5%	22.12.2020	Milchprodukte	Seven Seas Imports	Großbritannien	Buchanan
60	Camembert Pierrot	27,2	80	5%	22.12.2020	Milchprodukte	Seven Seas Imports	Großbritannien	Buchanan
28	Rössle Sauerkraut	36,4	30	0%	23.12.2020	Naturprodukte	Blondel père et fils	Frankreich	Peacock
29	Thüringer Rostbratwurst	99	35	0%	23.12.2020	Fleischprodukte	Blondel père et fils	Frankreich	Peacock
38	Côte de Blaye	210,8	10	0%	23.12.2020	Getränke	Blondel père et fils	Frankreich	Peacock
49	Maxilaku	16	35	0%	23.12.2020	Süßwaren	Blondel père et fils	Frankreich	Peacock
54	Tourtière	5,9	28	0%	23.12.2020	Fleischprodukte	Blondel père et fils	Frankreich	Peacock
39	Chartreuse verte	14,4	54	10%	23.12.2020	Getränke	QUICK-Stop	Deutschland	Davolio
60	Camembert Pierrot	27,2	55	10%	23.12.2020	Milchprodukte	QUICK-Stop	Deutschland	Davolio
25	NuNuCa Nuß-Nougat-Creme	11,2	50	0%	26.12.2020	Süßwaren	Bon app'	Frankreich	Leverling
51	Manjimup Dried Apples	42,4	20	0%	26.12.2020	Naturprodukte	Bon app'	Frankreich	Leverling
54	Tourtière	5,9	24	0%	26.12.2020	Fleischprodukte	Bon app'	Frankreich	Leverling
31	Gorgonzola Telino	10	20	0%	27.12.2020	Milchprodukte	Drachenblut Delikatessen	Deutschland	Peacock
75	Rhönbräu Klosterbier	6,2	12	0%	27.12.2020	Getränke	Drachenblut Delikatessen	Deutschland	Peacock
76	Lakkalikööri	14,4	12	0%	27.12.2020	Getränke	Drachenblut Delikatessen	Deutschland	Peacock
69	Gudbrandsdalsost	28,8	30	0%	27.12.2020	Milchprodukte	Eastern Connection	Großbritannien	Davolio
71	Fløtemysost	17,2	5	0%	27.12.2020	Milchprodukte	Eastern Connection	Großbritannien	Davolio
11	Queso Cabrales	16,8	24	0%	28.12.2020	Milchprodukte	Antonio Moreno Taquería	Mexiko	Leverling
65	Louisiana Fiery Hot Pepper Sauce	16,8	5	0%	29.12.2020	Gewürze	Galería del gastrónomo	Spanien	Callahan
77	Original Frankfurter grüne Soße	10,4	5	0%	29.12.2020	Gewürze	Galería del gastrónomo	Spanien	Callahan
34	Sasquatch Ale	11,2	36	0%	29.12.2020	Getränke	Vaffeljernet	Dänemark	King
54	Tourtière	5,9	18	0%	29.12.2020	Fleischprodukte	Vaffeljernet	Dänemark	King
65	Louisiana Fiery Hot Pepper Sauce	16,8	15	0%	29.12.2020	Gewürze	Vaffeljernet	Dänemark	King
77	Original Frankfurter grüne Soße	10,4	7	0%	29.12.2020	Gewürze	Vaffeljernet	Dänemark	King
21	Sir Rodney's Scones	8	5	10%	30.12.2020	Süßwaren	Ernst Handel	Österreich	Fuller
28	Rössle Sauerkraut	36,4	13	10%	30.12.2020	Naturprodukte	Ernst Handel	Österreich	Fuller
57	Ravioli Angelo	15,6	25	0%	30.12.2020	Getreideprodukte	Ernst Handel	Österreich	Fuller
64	Wimmers gute Semmelknödel	26,6	35	10%	30.12.2020	Getreideprodukte	Ernst Handel	Österreich	Fuller
29	Thüringer Rostbratwurst	99	20	0%	02.01.2021	Fleischprodukte	Split Rail Beer & Ale	USA	Callahan
56	Gnocchi di nonna Alice	30,4	18	25%	02.01.2021	Getreideprodukte	Split Rail Beer & Ale	USA	Callahan
1	Chai	14,4	15	15%	03.01.2021	Getränke	Chop-suey Chinese	Schweiz	Suyama
64	Wimmers gute Semmelknödel	26,6	30	0%	03.01.2021	Getreideprodukte	Chop-suey Chinese	Schweiz	Suyama
74	Longlife Tofu	8	20	15%	03.01.2021	Naturprodukte	Chop-suey Chinese	Schweiz	Suyama
36	Inlagd Sill	15,2	6	20%	03.01.2021	Meeresfrüchte	La maison d'Asie	Frankreich	Davolio
1	Chai	14,4	15	15%	03.01.2021	Süßwaren	Piccolo und mehr	Österreich	Suyama
64	Wimmers gute Semmelknödel	26,6	30	0%	03.01.2021	Getreideprodukte	Restaurant Lotus	Schweiz	Suyama
74	Longlife Tofu	8	20	15%	03.01.2021	Naturprodukte	Restaurant Lotus	Schweiz	Suyama
20	Sir Rodney's Marmalade	64,8	12	25%	04.01.2021	Süßwaren	Queen Cozinha	Brasilien	Buchanan
38	Côte de Blaye	210,8	40	25%	04.01.2021	Getränke	Queen Cozinha	Brasilien	Buchanan
60	Camembert Pierrot	27,2	70	25%	04.01.2021	Milchprodukte	Queen Cozinha	Brasilien	Buchanan
72	Mozzarella di Giovanni	27,8	42	25%	04.01.2021	Milchprodukte	Queen Cozinha	Brasilien	Buchanan
58	Escargots de Bourgogne	10,6	80	20%	05.01.2021	Meeresfrüchte	Hungry Owl All-Night Grocers	Irland	Peacock
71	Fløtemysost	17,2	50	20%	05.01.2021	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Peacock
31	Gorgonzola Telino	10	30	0%	05.01.2021	Milchprodukte	Wolski  Zajazd	Polen	Davolio
58	Escargots de Bourgogne	10,6	15	0%	05.01.2021	Meeresfrüchte	Wolski  Zajazd	Polen	Davolio
14	Tofu	18,6	15	0%	06.01.2021	Naturprodukte	Hungry Coyote Import Store	USA	Leverling
54	Tourtière	5,9	10	0%	06.01.2021	Fleischprodukte	Hungry Coyote Import Store	USA	Leverling
31	Gorgonzola Telino	10	42	5%	09.01.2021	Milchprodukte	Mère Paillarde	Kanada	Davolio
28	Rössle Sauerkraut	36,4	20	15%	09.01.2021	Naturprodukte	Seven Seas Imports	Großbritannien	Davolio
39	Chartreuse verte	14,4	20	15%	09.01.2021	Getränke	Seven Seas Imports	Großbritannien	Davolio
71	Fløtemysost	17,2	6	0%	10.01.2021	Milchprodukte	Folk och fä HB	Schweden	Buchanan
41	Jack's New England Clam Chowder	7,7	8	10%	11.01.2021	Meeresfrüchte	Que Delícia	Brasilien	Fuller
63	Vegie-spread	35,1	16	10%	11.01.2021	Gewürze	Que Delícia	Brasilien	Fuller
65	Louisiana Fiery Hot Pepper Sauce	16,8	20	10%	11.01.2021	Gewürze	Que Delícia	Brasilien	Fuller
30	Nord-Ost Matjeshering	20,7	18	10%	12.01.2021	Meeresfrüchte	Hungry Owl All-Night Grocers	Irland	Callahan
53	Perth Pasties	26,2	20	10%	12.01.2021	Fleischprodukte	Hungry Owl All-Night Grocers	Irland	Callahan
60	Camembert Pierrot	27,2	6	10%	12.01.2021	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Callahan
70	Outback Lager	12	30	0%	12.01.2021	Getränke	Hungry Owl All-Night Grocers	Irland	Callahan
74	Longlife Tofu	8	14	0%	12.01.2021	Naturprodukte	LILA-Supermercado	Venezuela	Leverling
5	Chef Anton's Gumbo Mix	17	32	0%	13.01.2021	Gewürze	Ernst Handel	Österreich	Peacock
18	Carnarvon Tigers	50	9	0%	13.01.2021	Meeresfrüchte	Ernst Handel	Österreich	Peacock
29	Thüringer Rostbratwurst	99	14	0%	13.01.2021	Fleischprodukte	Ernst Handel	Österreich	Peacock
33	Geitost	2	60	0%	13.01.2021	Milchprodukte	Ernst Handel	Österreich	Peacock
74	Longlife Tofu	8	50	0%	13.01.2021	Naturprodukte	Ernst Handel	Österreich	Peacock
5	Chef Anton's Gumbo Mix	17	32	0%	13.01.2021	Gewürze	Ludwig Handel	Österreich	Peacock
18	Carnarvon Tigers	50	9	0%	13.01.2021	Meeresfrüchte	Ludwig Handel	Österreich	Peacock
29	Thüringer Rostbratwurst	99	14	0%	13.01.2021	Fleischprodukte	Ludwig Handel	Österreich	Peacock
33	Geitost	2	60	0%	13.01.2021	Milchprodukte	Ludwig Handel	Österreich	Peacock
74	Longlife Tofu	8	50	0%	13.01.2021	Naturprodukte	Ludwig Handel	Österreich	Peacock
13	Konbu	4,8	20	0%	16.01.2021	Meeresfrüchte	Around the Horn	Großbritannien	Callahan
50	Valkoinen suklaa	13	15	0%	16.01.2021	Süßwaren	Around the Horn	Großbritannien	Callahan
56	Gnocchi di nonna Alice	30,4	20	0%	16.01.2021	Getreideprodukte	Around the Horn	Großbritannien	Callahan
20	Sir Rodney's Marmalade	64,8	28	0%	16.01.2021	Süßwaren	Berglunds snabbköp	Schweden	Leverling
60	Camembert Pierrot	27,2	15	0%	16.01.2021	Milchprodukte	Berglunds snabbköp	Schweden	Leverling
7	Uncle Bob's Organic Dried Pears	24	10	20%	17.01.2021	Naturprodukte	Split Rail Beer & Ale	USA	Davolio
60	Camembert Pierrot	27,2	20	20%	17.01.2021	Milchprodukte	Split Rail Beer & Ale	USA	Davolio
68	Scottish Longbreads	10	8	20%	17.01.2021	Süßwaren	Split Rail Beer & Ale	USA	Davolio
24	Guaraná Fantástica	3,6	15	0%	18.01.2021	Getränke	Familia Arquibaldo	Brasilien	Dodsworth
34	Sasquatch Ale	11,2	10	0%	18.01.2021	Getränke	Familia Arquibaldo	Brasilien	Dodsworth
24	Guaraná Fantástica	3,6	15	0%	18.01.2021	Getränke	Santé Gourmet	Norwegen	Davolio
28	Rössle Sauerkraut	36,4	6	0%	18.01.2021	Naturprodukte	Santé Gourmet	Norwegen	Davolio
59	Raclette Courdavault	44	12	0%	18.01.2021	Milchprodukte	Santé Gourmet	Norwegen	Davolio
71	Fløtemysost	17,2	15	0%	18.01.2021	Milchprodukte	Santé Gourmet	Norwegen	Davolio
45	Røgede sild	7,6	15	20%	19.01.2021	Meeresfrüchte	Seven Seas Imports	Großbritannien	Fuller
52	Filo Mix	5,6	20	20%	19.01.2021	Getreideprodukte	Seven Seas Imports	Großbritannien	Fuller
53	Perth Pasties	26,2	40	0%	19.01.2021	Fleischprodukte	Seven Seas Imports	Großbritannien	Fuller
10	Ikura	24,8	16	0%	20.01.2021	Meeresfrüchte	Bottom-Dollar Markets	Kanada	Peacock
55	Pâté chinois	19,2	15	0%	20.01.2021	Fleischprodukte	Bottom-Dollar Markets	Kanada	Peacock
62	Tarte au sucre	39,4	20	0%	20.01.2021	Süßwaren	Bottom-Dollar Markets	Kanada	Peacock
70	Outback Lager	12	30	0%	20.01.2021	Getränke	Bottom-Dollar Markets	Kanada	Peacock
13	Konbu	4,8	18	0%	23.01.2021	Meeresfrüchte	Drachenblut Delikatessen	Deutschland	Leverling
31	Gorgonzola Telino	10	60	10%	23.01.2021	Milchprodukte	Ernst Handel	Österreich	Suyama
35	Steeleye Stout	14,4	40	10%	23.01.2021	Getränke	Ernst Handel	Österreich	Suyama
46	Spegesild	9,6	45	0%	23.01.2021	Meeresfrüchte	Ernst Handel	Österreich	Suyama
72	Mozzarella di Giovanni	27,8	24	10%	23.01.2021	Milchprodukte	Ernst Handel	Österreich	Suyama
31	Gorgonzola Telino	10	60	10%	23.01.2021	Milchprodukte	Ludwig Handel	Österreich	Suyama
35	Steeleye Stout	14,4	40	10%	23.01.2021	Getränke	Ludwig Handel	Österreich	Suyama
46	Spegesild	9,6	45	0%	23.01.2021	Meeresfrüchte	Ludwig Handel	Österreich	Suyama
72	Mozzarella di Giovanni	27,8	24	10%	23.01.2021	Milchprodukte	Ludwig Handel	Österreich	Suyama
69	Gudbrandsdalsost	28,8	50	0%	24.01.2021	Milchprodukte	Piccolo und mehr	Österreich	Fuller
13	Konbu	4,8	10	0%	25.01.2021	Meeresfrüchte	Hungry Coyote Import Store	USA	Davolio
62	Tarte au sucre	39,4	10	0%	25.01.2021	Süßwaren	Hungry Coyote Import Store	USA	Davolio
2	Chang	15,2	25	25%	25.01.2021	Getränke	Save-a-lot Markets	USA	Davolio
14	Tofu	18,6	42	25%	25.01.2021	Naturprodukte	Save-a-lot Markets	USA	Davolio
25	NuNuCa Nuß-Nougat-Creme	11,2	7	25%	25.01.2021	Süßwaren	Save-a-lot Markets	USA	Davolio
26	Gumbär Gummibärchen	24,9	70	25%	25.01.2021	Süßwaren	Save-a-lot Markets	USA	Davolio
31	Gorgonzola Telino	10	32	0%	25.01.2021	Milchprodukte	Save-a-lot Markets	USA	Davolio
46	Spegesild	9,6	28	10%	26.01.2021	Meeresfrüchte	HILARIÓN-Abastos	Venezuela	Suyama
53	Perth Pasties	26,2	70	10%	26.01.2021	Fleischprodukte	HILARIÓN-Abastos	Venezuela	Suyama
69	Gudbrandsdalsost	28,8	8	0%	26.01.2021	Milchprodukte	HILARIÓN-Abastos	Venezuela	Suyama
46	Spegesild	9,6	28	10%	26.01.2021	Meeresfrüchte	Gomez-Abastos	Venezuela	Suyama
53	Perth Pasties	26,2	70	10%	26.01.2021	Fleischprodukte	Gomez-Abastos	Venezuela	Suyama
69	Gudbrandsdalsost	28,8	8	0%	26.01.2021	Milchprodukte	Gomez-Abastos	Venezuela	Suyama
23	Tunnbröd	7,2	40	0%	27.01.2021	Getreideprodukte	Frankenversand	Deutschland	Davolio
71	Fløtemysost	17,2	60	0%	27.01.2021	Milchprodukte	Frankenversand	Deutschland	Davolio
72	Mozzarella di Giovanni	27,8	21	0%	27.01.2021	Milchprodukte	Frankenversand	Deutschland	Davolio
21	Sir Rodney's Scones	8	10	15%	27.01.2021	Süßwaren	Princesa Isabel Vinhos	Portugal	Buchanan
51	Manjimup Dried Apples	42,4	18	15%	27.01.2021	Naturprodukte	Princesa Isabel Vinhos	Portugal	Buchanan
35	Steeleye Stout	14,4	30	0%	30.01.2021	Getränke	Save-a-lot Markets	USA	Fuller
55	Pâté chinois	19,2	120	10%	30.01.2021	Fleischprodukte	Save-a-lot Markets	USA	Fuller
68	Scottish Longbreads	10	60	0%	31.01.2021	Süßwaren	Vaffeljernet	Dänemark	Callahan
71	Fløtemysost	17,2	30	0%	31.01.2021	Milchprodukte	Vaffeljernet	Dänemark	Callahan
76	Lakkalikööri	14,4	35	0%	31.01.2021	Getränke	Vaffeljernet	Dänemark	Callahan
77	Original Frankfurter grüne Soße	10,4	14	0%	31.01.2021	Gewürze	Vaffeljernet	Dänemark	Callahan
29	Thüringer Rostbratwurst	99	21	0%	01.02.2021	Fleischprodukte	Eastern Connection	Großbritannien	Davolio
35	Steeleye Stout	14,4	35	0%	01.02.2021	Getränke	Eastern Connection	Großbritannien	Davolio
49	Maxilaku	16	30	0%	01.02.2021	Süßwaren	Eastern Connection	Großbritannien	Davolio
30	Nord-Ost Matjeshering	20,7	18	0%	01.02.2021	Meeresfrüchte	Rattlesnake Canyon Grocery	USA	Davolio
56	Gnocchi di nonna Alice	30,4	70	0%	01.02.2021	Getreideprodukte	Rattlesnake Canyon Grocery	USA	Davolio
65	Louisiana Fiery Hot Pepper Sauce	16,8	20	0%	01.02.2021	Gewürze	Rattlesnake Canyon Grocery	USA	Davolio
71	Fløtemysost	17,2	60	0%	01.02.2021	Milchprodukte	Rattlesnake Canyon Grocery	USA	Davolio
30	Nord-Ost Matjeshering	20,7	18	0%	01.02.2021	Meeresfrüchte	Goose Canyon Grocery	USA	Davolio
56	Gnocchi di nonna Alice	30,4	70	0%	01.02.2021	Getreideprodukte	Goose Canyon Grocery	USA	Davolio
65	Louisiana Fiery Hot Pepper Sauce	16,8	20	0%	01.02.2021	Gewürze	Goose Canyon Grocery	USA	Davolio
71	Fløtemysost	17,2	60	0%	01.02.2021	Milchprodukte	Goose Canyon Grocery	USA	Davolio
23	Tunnbröd	7,2	60	0%	02.02.2021	Getreideprodukte	Ernst Handel	Österreich	Callahan
63	Vegie-spread	35,1	65	0%	02.02.2021	Gewürze	Ernst Handel	Österreich	Callahan
23	Tunnbröd	7,2	60	0%	02.02.2021	Getreideprodukte	Ludwig Handel	Österreich	Callahan
63	Vegie-spread	35,1	65	0%	02.02.2021	Gewürze	Ludwig Handel	Österreich	Callahan
16	Pavlova	13,9	21	15%	03.02.2021	Süßwaren	Ernst Handel	Österreich	Peacock
48	Chocolade	10,2	70	15%	03.02.2021	Süßwaren	Ernst Handel	Österreich	Peacock
26	Gumbär Gummibärchen	24,9	30	5%	03.02.2021	Süßwaren	Magazzini Alimentari Riuniti	Italien	Fuller
42	Singaporean Hokkien Fried Mee	11,2	40	5%	03.02.2021	Getreideprodukte	Magazzini Alimentari Riuniti	Italien	Fuller
49	Maxilaku	16	30	5%	03.02.2021	Süßwaren	Magazzini Alimentari Riuniti	Italien	Fuller
16	Pavlova	13,9	21	15%	03.02.2021	Süßwaren	Ludwig Handel	Österreich	Peacock
48	Chocolade	10,2	70	15%	03.02.2021	Süßwaren	Ludwig Handel	Österreich	Peacock
3	Aniseed Syrup	8	50	0%	06.02.2021	Gewürze	LINO-Delicateses	Venezuela	Davolio
11	Queso Cabrales	16,8	30	0%	07.02.2021	Milchprodukte	Ottilies Käseladen	Deutschland	Fuller
69	Gudbrandsdalsost	28,8	15	0%	07.02.2021	Milchprodukte	Ottilies Käseladen	Deutschland	Fuller
71	Fløtemysost	17,2	15	0%	07.02.2021	Milchprodukte	Ottilies Käseladen	Deutschland	Fuller
1	Chai	14,4	10	0%	07.02.2021	Getränke	Queen Cozinha	Brasilien	King
21	Sir Rodney's Scones	8	30	10%	07.02.2021	Süßwaren	Queen Cozinha	Brasilien	King
28	Rössle Sauerkraut	36,4	42	10%	07.02.2021	Naturprodukte	Queen Cozinha	Brasilien	King
36	Inlagd Sill	15,2	5	10%	07.02.2021	Meeresfrüchte	Queen Cozinha	Brasilien	King
40	Boston Crab Meat	14,7	2	10%	07.02.2021	Meeresfrüchte	Queen Cozinha	Brasilien	King
11	Queso Cabrales	16,8	30	0%	07.02.2021	Milchprodukte	Dieters Käseladen	Deutschland	Fuller
69	Gudbrandsdalsost	28,8	15	0%	07.02.2021	Milchprodukte	Dieters Käseladen	Deutschland	Fuller
71	Fløtemysost	17,2	15	0%	07.02.2021	Milchprodukte	Dieters Käseladen	Deutschland	Fuller
37	Gravad lax	20,8	10	0%	08.02.2021	Meeresfrüchte	Folies gourmandes	Frankreich	Callahan
54	Tourtière	5,9	6	0%	08.02.2021	Fleischprodukte	Folies gourmandes	Frankreich	Callahan
62	Tarte au sucre	39,4	35	0%	08.02.2021	Süßwaren	Folies gourmandes	Frankreich	Callahan
14	Tofu	18,6	12	0%	09.02.2021	Naturprodukte	Océano Atlántico Ltda.	Argentinien	Leverling
21	Sir Rodney's Scones	8	12	0%	09.02.2021	Süßwaren	Océano Atlántico Ltda.	Argentinien	Leverling
33	Geitost	2	49	0%	10.02.2021	Milchprodukte	Bottom-Dollar Markets	Kanada	Leverling
59	Raclette Courdavault	44	16	0%	10.02.2021	Milchprodukte	Bottom-Dollar Markets	Kanada	Leverling
41	Jack's New England Clam Chowder	7,7	25	20%	10.02.2021	Meeresfrüchte	Bottom-Dollar Markets	Kanada	Dodsworth
44	Gula Malacca	15,5	40	20%	10.02.2021	Gewürze	Bottom-Dollar Markets	Kanada	Dodsworth
59	Raclette Courdavault	44	9	20%	10.02.2021	Milchprodukte	Bottom-Dollar Markets	Kanada	Dodsworth
14	Tofu	18,6	20	10%	13.02.2021	Naturprodukte	Wartian Herkku	Finnland	Callahan
19	Teatime Chocolate Biscuits	7,3	18	5%	14.02.2021	Süßwaren	Familia Arquibaldo	Brasilien	Fuller
33	Geitost	2	50	0%	14.02.2021	Milchprodukte	Familia Arquibaldo	Brasilien	Fuller
1	Chai	14,4	24	0%	14.02.2021	Getränke	La maison d'Asie	Frankreich	Leverling
62	Tarte au sucre	39,4	40	0%	14.02.2021	Süßwaren	La maison d'Asie	Frankreich	Leverling
76	Lakkalikööri	14,4	14	0%	14.02.2021	Getränke	La maison d'Asie	Frankreich	Leverling
17	Alice Mutton	31,2	2	0%	15.02.2021	Fleischprodukte	Hungry Coyote Import Store	USA	Leverling
33	Geitost	2	20	0%	15.02.2021	Milchprodukte	Hungry Coyote Import Store	USA	Leverling
38	Côte de Blaye	210,8	50	0%	16.02.2021	Getränke	Simons bistro	Dänemark	Peacock
46	Spegesild	9,6	2	25%	16.02.2021	Meeresfrüchte	Simons bistro	Dänemark	Peacock
68	Scottish Longbreads	10	36	25%	16.02.2021	Süßwaren	Simons bistro	Dänemark	Peacock
77	Original Frankfurter grüne Soße	10,4	35	0%	16.02.2021	Gewürze	Simons bistro	Dänemark	Peacock
19	Teatime Chocolate Biscuits	7,3	20	0%	16.02.2021	Süßwaren	Wartian Herkku	Finnland	Callahan
53	Perth Pasties	26,2	10	0%	16.02.2021	Fleischprodukte	Wartian Herkku	Finnland	Callahan
57	Ravioli Angelo	15,6	20	0%	16.02.2021	Getreideprodukte	Wartian Herkku	Finnland	Callahan
2	Chang	15,2	60	0%	17.02.2021	Getränke	QUICK-Stop	Deutschland	Peacock
47	Zaanse koeken	7,6	55	0%	17.02.2021	Süßwaren	QUICK-Stop	Deutschland	Peacock
61	Sirop d'érable	22,8	16	0%	17.02.2021	Gewürze	QUICK-Stop	Deutschland	Peacock
74	Longlife Tofu	8	15	0%	17.02.2021	Naturprodukte	QUICK-Stop	Deutschland	Peacock
60	Camembert Pierrot	27,2	60	5%	20.02.2021	Milchprodukte	Richter Supermarkt	Schweiz	Peacock
69	Gudbrandsdalsost	28,8	20	5%	20.02.2021	Milchprodukte	Richter Supermarkt	Schweiz	Peacock
19	Teatime Chocolate Biscuits	7,3	4	15%	21.02.2021	Süßwaren	Que Delícia	Brasilien	Callahan
26	Gumbär Gummibärchen	24,9	30	0%	21.02.2021	Süßwaren	Que Delícia	Brasilien	Callahan
53	Perth Pasties	26,2	15	15%	21.02.2021	Fleischprodukte	Que Delícia	Brasilien	Callahan
77	Original Frankfurter grüne Soße	10,4	10	15%	21.02.2021	Gewürze	Que Delícia	Brasilien	Callahan
9	Mishi Kobe Niku	77,6	20	10%	21.02.2021	Fleischprodukte	Wellington Importadora	Brasilien	Leverling
13	Konbu	4,8	2	10%	21.02.2021	Meeresfrüchte	Wellington Importadora	Brasilien	Leverling
70	Outback Lager	12	8	10%	21.02.2021	Getränke	Wellington Importadora	Brasilien	Leverling
73	Röd Kaviar	12	20	10%	21.02.2021	Meeresfrüchte	Wellington Importadora	Brasilien	Leverling
